,match,team_innings,batting_pos,BATTING,out/not out,R,B,M,4s,6s,SR,match_id
214,New Zealand VS Australia,Australia,14,Pat Cummins,c †Conway b Southee,21,18,27,2,1,116.66,T20I # 1839
215,New Zealand VS Australia,Australia,16,Mitchell Starc,b Boult,4,7,13,0,0,57.14,T20I # 1839
216,New Zealand VS Australia,Australia,18,Adam Zampa,b Boult,0,2,3,0,0,0.00,T20I # 1839
217,New Zealand VS Australia,Australia,20,Josh Hazlewood,not out,1,1,6,0,0,100.00,T20I # 1839
218,Afghanistan VS England,Afghanistan,0,Hazratullah Zazai,c Livingstone b Stokes,7,17,31,1,0,41.17,T20I # 1840
219,Afghanistan VS England,Afghanistan,2,Rahmanullah Gurbaz †,c †Buttler b Wood,10,9,13,0,1,111.11,T20I # 1840
220,Afghanistan VS England,Afghanistan,4,Ibrahim Zadran,c Ali b Curran,32,32,41,3,1,100.00,T20I # 1840
221,Afghanistan VS England,Afghanistan,6,Usman Ghani,c Livingstone b Curran,30,30,60,3,0,100.00,T20I # 1840
222,Afghanistan VS England,Afghanistan,8,Najibullah Zadran,c Rashid b Stokes,13,11,15,0,1,118.18,T20I # 1840
223,Afghanistan VS England,Afghanistan,10,Mohammad Nabi (c),c †Buttler b Wood,3,5,7,0,0,60.00,T20I # 1840
224,Afghanistan VS England,Afghanistan,12,Azmatullah Omarzai,c Stokes b Curran,8,6,11,1,0,133.33,T20I # 1840
225,Afghanistan VS England,Afghanistan,14,Rashid Khan,c Hales b Curran,0,1,2,0,0,0.00,T20I # 1840
226,Afghanistan VS England,Afghanistan,16,Mujeeb Ur Rahman,c & b Woakes,0,1,3,0,0,0.00,T20I # 1840
227,Afghanistan VS England,Afghanistan,18,Fareed Ahmad,not out,2,4,7,0,0,50.00,T20I # 1840
228,Afghanistan VS England,Afghanistan,19,Fazalhaq Farooqi,c Malan b Curran,0,2,3,0,0,0.00,T20I # 1840
229,Afghanistan VS England,England,0,Jos Buttler (c)†,c Mujeeb Ur Rahman b Fazalhaq Farooqi,18,18,25,3,0,100.00,T20I # 1840
230,Afghanistan VS England,England,2,Alex Hales,c Fazalhaq Farooqi b Fareed Ahmad,19,20,41,0,1,95.00,T20I # 1840
231,Afghanistan VS England,England,4,Dawid Malan,c Mohammad Nabi b Mujeeb Ur Rahman,18,30,40,0,0,60.00,T20I # 1840
232,Afghanistan VS England,England,6,Ben Stokes,b Mohammad Nabi,2,4,11,0,0,50.00,T20I # 1840
233,Afghanistan VS England,England,8,Liam Livingstone,not out,29,21,34,3,0,138.09,T20I # 1840
234,Afghanistan VS England,England,9,Harry Brook,c Ibrahim Zadran b Rashid Khan,7,6,9,0,0,116.66,T20I # 1840
235,Afghanistan VS England,England,11,Moeen Ali,not out,8,10,13,0,0,80.00,T20I # 1840
236,Ireland VS Sri Lanka,Ireland,0,Paul Stirling,c Rajapaksa b DM de Silva,34,25,45,4,1,136.00,T20I # 1841
237,Ireland VS Sri Lanka,Ireland,2,Andy Balbirnie (c),b Kumara,1,5,7,0,0,20.00,T20I # 1841
238,Ireland VS Sri Lanka,Ireland,4,Lorcan Tucker †,b Theekshana,10,11,20,1,0,90.90,T20I # 1841
239,Ireland VS Sri Lanka,Ireland,6,Harry Tector,c Shanaka b Fernando,45,42,59,2,1,107.14,T20I # 1841
240,Ireland VS Sri Lanka,Ireland,8,Curtis Campher,c Asalanka b Karunaratne,2,4,6,0,0,50.00,T20I # 1841
241,Ireland VS Sri Lanka,Ireland,10,George Dockrell,b Theekshana,14,16,25,0,0,87.50,T20I # 1841
242,Ireland VS Sri Lanka,Ireland,12,Gareth Delany,c Karunaratne b PWH de Silva,9,6,10,1,0,150.00,T20I # 1841
243,Ireland VS Sri Lanka,Ireland,14,Mark Adair,c Karunaratne b PWH de Silva,0,1,5,0,0,0.00,T20I # 1841
244,Ireland VS Sri Lanka,Ireland,16,Simi Singh,not out,7,8,9,1,0,87.50,T20I # 1841
245,Ireland VS Sri Lanka,Ireland,17,Barry McCarthy,not out,2,2,7,0,0,100.00,T20I # 1841
246,Ireland VS Sri Lanka,Sri Lanka,0,Kusal Mendis †,not out,68,43,68,5,3,158.13,T20I # 1841
247,Ireland VS Sri Lanka,Sri Lanka,1,Dhananjaya de Silva,c †Tucker b Delany,31,25,35,2,1,124.00,T20I # 1841
248,Ireland VS Sri Lanka,Sri Lanka,3,Charith Asalanka,not out,31,22,33,2,0,140.90,T20I # 1841
249,Pakistan VS India,Pakistan,0,Mohammad Rizwan †,c Kumar b Arshdeep Singh,4,12,25,1,0,33.33,T20I # 1842
250,Pakistan VS India,Pakistan,2,Babar Azam (c),lbw b Arshdeep Singh,0,1,10,0,0,0.00,T20I # 1842
251,Pakistan VS India,Pakistan,4,Shan Masood,not out,52,42,101,5,0,123.80,T20I # 1842
252,Pakistan VS India,Pakistan,5,Iftikhar Ahmed,lbw b Mohammed Shami,51,34,43,2,4,150.00,T20I # 1842
253,Pakistan VS India,Pakistan,7,Shadab Khan,c Yadav b Pandya,5,6,6,1,0,83.33,T20I # 1842
254,Pakistan VS India,Pakistan,9,Haider Ali,c Yadav b Pandya,2,4,6,0,0,50.00,T20I # 1842
255,Pakistan VS India,Pakistan,11,Mohammad Nawaz,c †Karthik b Pandya,9,6,12,2,0,150.00,T20I # 1842
256,Pakistan VS India,Pakistan,13,Asif Ali,c †Karthik b Arshdeep Singh,2,3,6,0,0,66.66,T20I # 1842
257,Pakistan VS India,Pakistan,15,Shaheen Shah Afridi,c & b Kumar,16,8,17,1,1,200.00,T20I # 1842
258,Pakistan VS India,Pakistan,17,Haris Rauf,not out,6,4,3,0,1,150.00,T20I # 1842
259,Pakistan VS India,India,0,KL Rahul,b Naseem Shah,4,8,13,0,0,50.00,T20I # 1842
260,Pakistan VS India,India,2,Rohit Sharma (c),c Iftikhar Ahmed b Haris Rauf,4,7,20,0,0,57.14,T20I # 1842
261,Pakistan VS India,India,4,Virat Kohli,not out,82,53,98,6,4,154.71,T20I # 1842
262,Pakistan VS India,India,5,Suryakumar Yadav,c †Mohammad Rizwan b Haris Rauf,15,10,11,2,0,150.00,T20I # 1842
263,Pakistan VS India,India,7,Axar Patel,run out (Babar Azam/†Mohammad Rizwan),2,3,7,0,0,66.66,T20I # 1842
264,Pakistan VS India,India,9,Hardik Pandya,c Babar Azam b Mohammad Nawaz,40,37,61,1,2,108.10,T20I # 1842
265,Pakistan VS India,India,11,Dinesh Karthik †,st †Mohammad Rizwan b Mohammad Nawaz,1,2,10,0,0,50.00,T20I # 1842
266,Pakistan VS India,India,13,Ravichandran Ashwin,not out,1,1,2,0,0,100.00,T20I # 1842
267,Bangladesh VS Netherlands,Bangladesh,0,Najmul Hossain Shanto,c van Beek b Pringle,25,20,31,4,0,125.00,T20I # 1843
268,Bangladesh VS Netherlands,Bangladesh,2,Soumya Sarkar,c de Leede b van Meekeren,14,14,24,2,0,100.00,T20I # 1843
269,Bangladesh VS Netherlands,Bangladesh,4,Litton Das,c Cooper b van Beek,9,11,17,0,0,81.81,T20I # 1843
270,Bangladesh VS Netherlands,Bangladesh,6,Shakib Al Hasan (c),c de Leede b Shariz Ahmad,7,9,14,0,0,77.77,T20I # 1843
271,Bangladesh VS Netherlands,Bangladesh,8,Afif Hossain,c †Edwards b de Leede,38,27,47,2,2,140.74,T20I # 1843
272,Bangladesh VS Netherlands,Bangladesh,10,Yasir Ali,b van Meekeren,3,5,9,0,0,60.00,T20I # 1843
273,Bangladesh VS Netherlands,Bangladesh,12,Nurul Hasan †,c van Meekeren b de Leede,13,18,28,0,0,72.22,T20I # 1843
274,Bangladesh VS Netherlands,Bangladesh,14,Mosaddek Hossain,not out,20,12,12,2,1,166.66,T20I # 1843
275,Bangladesh VS Netherlands,Bangladesh,15,Taskin Ahmed,c van Beek b Klaassen,0,1,3,0,0,0.00,T20I # 1843
276,Bangladesh VS Netherlands,Bangladesh,17,Hasan Mahmud,not out,0,3,6,0,0,0.00,T20I # 1843
277,Bangladesh VS Netherlands,Netherlands,0,Vikramjit Singh,c Yasir Ali b Taskin Ahmed,0,1,4,0,0,0.00,T20I # 1843
278,Bangladesh VS Netherlands,Netherlands,2,Max O'Dowd,run out (Afif Hossain/Shakib Al Hasan),8,8,21,0,1,100.00,T20I # 1843
279,Bangladesh VS Netherlands,Netherlands,4,Bas de Leede,c †Nurul Hasan b Taskin Ahmed,0,1,2,0,0,0.00,T20I # 1843
280,Bangladesh VS Netherlands,Netherlands,6,Colin Ackermann,c Mosaddek Hossain b Taskin Ahmed,62,48,77,6,2,129.16,T20I # 1843
281,Bangladesh VS Netherlands,Netherlands,8,Tom Cooper,run out (Najmul Hossain Shanto/†Nurul Hasan),0,0,2,0,0,-,T20I # 1843
282,Bangladesh VS Netherlands,Netherlands,10,Scott Edwards (c)†,c Hasan Mahmud b Shakib Al Hasan,16,24,33,1,0,66.66,T20I # 1843
283,Bangladesh VS Netherlands,Netherlands,12,Tim Pringle,b Hasan Mahmud,1,6,5,0,0,16.66,T20I # 1843
284,Bangladesh VS Netherlands,Netherlands,14,Logan van Beek,c Taskin Ahmed b Hasan Mahmud,2,5,9,0,0,40.00,T20I # 1843
285,Bangladesh VS Netherlands,Netherlands,16,Shariz Ahmad,c Hasan Mahmud b Taskin Ahmed,9,8,9,1,0,112.50,T20I # 1843
286,Bangladesh VS Netherlands,Netherlands,18,Fred Klaassen,not out,7,6,20,0,0,116.66,T20I # 1843
287,Bangladesh VS Netherlands,Netherlands,19,Paul van Meekeren,c Litton Das b Soumya Sarkar,24,14,16,3,1,171.42,T20I # 1843
288,Zimbabwe VS South Africa,Zimbabwe,0,Regis Chakabva †,c †de Kock b Ngidi,8,8,13,0,1,100.00,T20I # 1844
289,Zimbabwe VS South Africa,Zimbabwe,2,Craig Ervine (c),c Ngidi b Parnell,2,6,11,0,0,33.33,T20I # 1844
290,Zimbabwe VS South Africa,Zimbabwe,4,Sean Williams,run out (Miller),1,1,10,0,0,100.00,T20I # 1844
291,Zimbabwe VS South Africa,Zimbabwe,6,Sikandar Raza,c †de Kock b Ngidi,0,2,3,0,0,0.00,T20I # 1844
292,Zimbabwe VS South Africa,Zimbabwe,8,Wessly Madhevere,not out,35,18,37,4,1,194.44,T20I # 1844
293,Zimbabwe VS South Africa,Zimbabwe,9,Milton Shumba,c †de Kock b Nortje,18,20,32,2,0,90.00,T20I # 1844
294,Zimbabwe VS South Africa,South Africa,0,Quinton de Kock †,not out,47,18,26,8,1,261.11,T20I # 1844
295,Zimbabwe VS South Africa,South Africa,1,Temba Bavuma (c),not out,2,2,26,0,0,100.00,T20I # 1844
296,Sri Lanka VS Australia,Sri Lanka,0,Pathum Nissanka,run out (Marsh/†Wade),40,45,65,2,0,88.88,T20I # 1845
297,Sri Lanka VS Australia,Sri Lanka,2,Kusal Mendis †,c Marsh b Cummins,5,6,9,1,0,83.33,T20I # 1845
298,Sri Lanka VS Australia,Sri Lanka,4,Dhananjaya de Silva,c Warner b Agar,26,23,47,3,0,113.04,T20I # 1845
299,Sri Lanka VS Australia,Sri Lanka,6,Charith Asalanka,not out,38,25,45,3,2,152.00,T20I # 1845
300,Sri Lanka VS Australia,Sri Lanka,7,Bhanuka Rajapaksa,c Cummins b Starc,7,5,9,1,0,140.00,T20I # 1845
301,Sri Lanka VS Australia,Sri Lanka,9,Dasun Shanaka (c),c †Wade b Maxwell,3,5,6,0,0,60.00,T20I # 1845
302,Sri Lanka VS Australia,Sri Lanka,11,Wanindu Hasaranga de Silva,c †Wade b Hazlewood,1,4,8,0,0,25.00,T20I # 1845
303,Sri Lanka VS Australia,Sri Lanka,13,Chamika Karunaratne,not out,14,7,16,2,0,200.00,T20I # 1845
304,Sri Lanka VS Australia,Australia,0,David Warner,c Shanaka b Theekshana,11,10,26,0,0,110.00,T20I # 1845
305,Sri Lanka VS Australia,Australia,2,Aaron Finch (c),not out,31,42,89,0,1,73.80,T20I # 1845
306,Sri Lanka VS Australia,Australia,3,Mitchell Marsh,c Rajapaksa b DM de Silva,17,17,20,1,1,100.00,T20I # 1845
307,Sri Lanka VS Australia,Australia,5,Glenn Maxwell,c sub (KNA Bandara) b Karunaratne,23,12,21,2,2,191.66,T20I # 1845
308,Sri Lanka VS Australia,Australia,7,Marcus Stoinis,not out,59,18,22,4,6,327.77,T20I # 1845
309,Ireland VS England,Ireland,0,Paul Stirling,c Curran b Wood,14,8,16,1,1,175.00,T20I # 1846
310,Ireland VS England,Ireland,2,Andy Balbirnie (c),c Hales b Livingstone,62,47,74,5,2,131.91,T20I # 1846
311,Ireland VS England,Ireland,4,Lorcan Tucker †,run out (Rashid),34,27,42,3,1,125.92,T20I # 1846
312,Ireland VS England,Ireland,6,Harry Tector,c †Buttler b Wood,0,2,3,0,0,0.00,T20I # 1846
313,Ireland VS England,Ireland,8,Curtis Campher,c †Buttler b Wood,18,11,22,3,0,163.63,T20I # 1846
314,Ireland VS England,Ireland,10,George Dockrell,b Livingstone,0,1,2,0,0,0.00,T20I # 1846
315,Ireland VS England,Ireland,12,Gareth Delany,not out,12,10,22,1,0,120.00,T20I # 1846
316,Ireland VS England,Ireland,13,Mark Adair,c Curran b Livingstone,4,4,8,0,0,100.00,T20I # 1846
317,Ireland VS England,Ireland,15,Barry McCarthy,b Curran,3,3,4,0,0,100.00,T20I # 1846
318,Ireland VS England,Ireland,17,Fionn Hand,b Curran,1,2,4,0,0,50.00,T20I # 1846
319,Ireland VS England,Ireland,19,Josh Little,c †Buttler b Stokes,0,1,3,0,0,0.00,T20I # 1846
320,Ireland VS England,England,0,Jos Buttler (c)†,c †Tucker b Little,0,2,3,0,0,0.00,T20I # 1846
321,Ireland VS England,England,2,Alex Hales,c Adair b Little,7,5,14,1,0,140.00,T20I # 1846
322,Ireland VS England,England,4,Dawid Malan,c Hand b McCarthy,35,37,66,2,0,94.59,T20I # 1846
323,Ireland VS England,England,6,Ben Stokes,b Hand,6,8,14,0,0,75.00,T20I # 1846
324,Ireland VS England,England,8,Harry Brook,c Delany b Dockrell,18,21,30,1,0,85.71,T20I # 1846
325,Ireland VS England,England,10,Moeen Ali,not out,24,12,18,3,1,200.00,T20I # 1846
326,Ireland VS England,England,11,Liam Livingstone,not out,1,2,7,0,0,50.00,T20I # 1846
327,South Africa VS Bangladesh,South Africa,0,Temba Bavuma (c),c †Nurul Hasan b Taskin Ahmed,2,6,6,0,0,33.33,T20I # 1847
328,South Africa VS Bangladesh,South Africa,2,Quinton de Kock †,c Soumya Sarkar b Afif Hossain,63,38,77,7,3,165.78,T20I # 1847
329,South Africa VS Bangladesh,South Africa,4,Rilee Rossouw,c Litton Das b Shakib Al Hasan,109,56,90,7,8,194.64,T20I # 1847
330,South Africa VS Bangladesh,South Africa,6,Tristan Stubbs,c Litton Das b Shakib Al Hasan,7,7,9,1,0,100.00,T20I # 1847
331,South Africa VS Bangladesh,South Africa,8,Aiden Markram,c Soumya Sarkar b Hasan Mahmud,10,11,16,1,0,90.90,T20I # 1847
332,South Africa VS Bangladesh,South Africa,10,David Miller,not out,2,4,8,0,0,50.00,T20I # 1847
333,South Africa VS Bangladesh,South Africa,11,Wayne Parnell,not out,0,2,2,0,0,0.00,T20I # 1847
334,South Africa VS Bangladesh,Bangladesh,0,Najmul Hossain Shanto,b Nortje,9,9,15,1,0,100.00,T20I # 1847
335,South Africa VS Bangladesh,Bangladesh,2,Soumya Sarkar,c †de Kock b Nortje,15,6,11,0,2,250.00,T20I # 1847
336,South Africa VS Bangladesh,Bangladesh,4,Litton Das,c Stubbs b Shamsi,34,31,57,1,1,109.67,T20I # 1847
337,South Africa VS Bangladesh,Bangladesh,6,Shakib Al Hasan (c),lbw b Nortje,1,4,11,0,0,25.00,T20I # 1847
338,South Africa VS Bangladesh,Bangladesh,8,Afif Hossain,c Parnell b Rabada,1,5,8,0,0,20.00,T20I # 1847
339,South Africa VS Bangladesh,Bangladesh,10,Mehidy Hasan Miraz,c Markram b Shamsi,11,13,17,0,0,84.61,T20I # 1847
340,South Africa VS Bangladesh,Bangladesh,12,Mosaddek Hossain,st †de Kock b Maharaj,0,3,4,0,0,0.00,T20I # 1847
341,South Africa VS Bangladesh,Bangladesh,14,Nurul Hasan †,c Nortje b Shamsi,2,6,7,0,0,33.33,T20I # 1847
342,South Africa VS Bangladesh,Bangladesh,16,Taskin Ahmed,b Nortje,10,17,22,1,0,58.82,T20I # 1847
343,South Africa VS Bangladesh,Bangladesh,18,Hasan Mahmud,run out (Rabada),0,2,7,0,0,0.00,T20I # 1847
344,South Africa VS Bangladesh,Bangladesh,20,Mustafizur Rahman,not out,9,3,8,0,1,300.00,T20I # 1847
345,India VS Netherlands,India,0,KL Rahul,lbw b van Meekeren,9,12,12,1,0,75.00,T20I # 1848
346,India VS Netherlands,India,2,Rohit Sharma (c),c Ackermann b Klaassen,53,39,53,4,3,135.89,T20I # 1848
347,India VS Netherlands,India,4,Virat Kohli,not out,62,44,79,3,2,140.90,T20I # 1848
348,India VS Netherlands,India,5,Suryakumar Yadav,not out,51,25,38,7,1,204.00,T20I # 1848
349,India VS Netherlands,Netherlands,0,Vikramjit Singh,b Kumar,1,9,13,0,0,11.11,T20I # 1848
350,India VS Netherlands,Netherlands,2,Max O'Dowd,b Patel,16,10,22,3,0,160.00,T20I # 1848
351,India VS Netherlands,Netherlands,4,Bas de Leede,c Pandya b Patel,16,23,27,0,0,69.56,T20I # 1848
352,India VS Netherlands,Netherlands,6,Colin Ackermann,c Patel b Ashwin,17,21,31,1,0,80.95,T20I # 1848
353,India VS Netherlands,Netherlands,8,Tom Cooper,c sub (DJ Hooda) b Ashwin,9,12,12,0,0,75.00,T20I # 1848
354,India VS Netherlands,Netherlands,10,Scott Edwards (c)†,c sub (DJ Hooda) b Kumar,5,8,21,0,0,62.50,T20I # 1848
355,India VS Netherlands,Netherlands,12,Tim Pringle,c Kohli b Mohammed Shami,20,15,14,1,1,133.33,T20I # 1848
356,India VS Netherlands,Netherlands,14,Logan van Beek,c †Karthik b Arshdeep Singh,3,5,11,0,0,60.00,T20I # 1848
357,India VS Netherlands,Netherlands,16,Shariz Ahmad,not out,16,11,18,2,0,145.45,T20I # 1848
358,India VS Netherlands,Netherlands,17,Fred Klaassen,lbw b Arshdeep Singh,0,1,3,0,0,0.00,T20I # 1848
359,India VS Netherlands,Netherlands,19,Paul van Meekeren,not out,14,6,9,3,0,233.33,T20I # 1848
360,Zimbabwe VS Pakistan,Zimbabwe,0,Wessly Madhevere,lbw b Mohammad Wasim,17,13,30,3,0,130.76,T20I # 1849
361,Zimbabwe VS Pakistan,Zimbabwe,2,Craig Ervine (c),c Mohammad Wasim b Haris Rauf,19,19,26,2,0,100.00,T20I # 1849
362,Zimbabwe VS Pakistan,Zimbabwe,4,Milton Shumba,c & b Shadab Khan,8,10,22,1,0,80.00,T20I # 1849
363,Zimbabwe VS Pakistan,Zimbabwe,6,Sean Williams,b Shadab Khan,31,28,37,3,0,110.71,T20I # 1849
364,Zimbabwe VS Pakistan,Zimbabwe,8,Sikandar Raza,c Haris Rauf b Mohammad Wasim,9,16,22,1,0,56.25,T20I # 1849
365,Zimbabwe VS Pakistan,Zimbabwe,10,Regis Chakabva †,c Babar Azam b Shadab Khan,0,1,2,0,0,0.00,T20I # 1849
366,Zimbabwe VS Pakistan,Zimbabwe,12,Ryan Burl,not out,10,15,30,0,0,66.66,T20I # 1849
367,Zimbabwe VS Pakistan,Zimbabwe,13,Luke Jongwe,b Mohammad Wasim,0,1,2,0,0,0.00,T20I # 1849
368,Zimbabwe VS Pakistan,Zimbabwe,15,Brad Evans,b Mohammad Wasim,19,15,24,0,1,126.66,T20I # 1849
369,Zimbabwe VS Pakistan,Zimbabwe,17,Richard Ngarava,not out,3,2,3,0,0,150.00,T20I # 1849
370,Zimbabwe VS Pakistan,Pakistan,0,Mohammad Rizwan †,b Muzarabani,14,16,23,1,1,87.50,T20I # 1849
371,Zimbabwe VS Pakistan,Pakistan,2,Babar Azam (c),c Burl b Evans,4,9,17,1,0,44.44,T20I # 1849
372,Zimbabwe VS Pakistan,Pakistan,4,Shan Masood,st †Chakabva b Sikandar Raza,44,38,61,3,0,115.78,T20I # 1849
373,Zimbabwe VS Pakistan,Pakistan,6,Iftikhar Ahmed,c †Chakabva b Jongwe,5,10,16,1,0,50.00,T20I # 1849
374,Zimbabwe VS Pakistan,Pakistan,8,Shadab Khan,c Williams b Sikandar Raza,17,14,27,0,1,121.42,T20I # 1849
375,Zimbabwe VS Pakistan,Pakistan,10,Haider Ali,lbw b Sikandar Raza,0,1,3,0,0,0.00,T20I # 1849
376,Zimbabwe VS Pakistan,Pakistan,12,Mohammad Nawaz,c Ervine b Evans,22,18,36,1,1,122.22,T20I # 1849
377,Zimbabwe VS Pakistan,Pakistan,14,Mohammad Wasim,not out,12,13,29,2,0,92.30,T20I # 1849
378,Zimbabwe VS Pakistan,Pakistan,15,Shaheen Shah Afridi,run out (Sikandar Raza/†Chakabva),1,1,3,0,0,100.00,T20I # 1849
379,New Zealand VS Sri Lanka,New Zealand,0,Finn Allen,b Theekshana,1,3,3,0,0,33.33,T20I # 1850
380,New Zealand VS Sri Lanka,New Zealand,2,Devon Conway †,b DM de Silva,1,4,14,0,0,25.00,T20I # 1850
381,New Zealand VS Sri Lanka,New Zealand,4,Kane Williamson (c),c †Mendis b Rajitha,8,13,18,1,0,61.53,T20I # 1850
382,New Zealand VS Sri Lanka,New Zealand,6,Glenn Phillips,c Shanaka b Kumara,104,64,87,10,4,162.50,T20I # 1850
383,New Zealand VS Sri Lanka,New Zealand,8,Daryl Mitchell,b PWH de Silva,22,24,52,0,0,91.66,T20I # 1850
384,New Zealand VS Sri Lanka,New Zealand,10,James Neesham,c Shanaka b Rajitha,5,8,15,0,0,62.50,T20I # 1850
385,New Zealand VS Sri Lanka,New Zealand,12,Mitchell Santner,not out,11,5,17,0,1,220.00,T20I # 1850
386,New Zealand VS Sri Lanka,New Zealand,13,Ish Sodhi,run out (sub [KNA Bandara]/†Mendis),1,1,3,0,0,100.00,T20I # 1850
387,New Zealand VS Sri Lanka,New Zealand,15,Tim Southee,not out,4,1,1,1,0,400.00,T20I # 1850
388,New Zealand VS Sri Lanka,Sri Lanka,0,Pathum Nissanka,lbw b Southee,0,5,5,0,0,0.00,T20I # 1850
389,New Zealand VS Sri Lanka,Sri Lanka,2,Kusal Mendis †,c †Conway b Boult,4,3,9,1,0,133.33,T20I # 1850
390,New Zealand VS Sri Lanka,Sri Lanka,4,Dhananjaya de Silva,b Boult,0,3,8,0,0,0.00,T20I # 1850
391,New Zealand VS Sri Lanka,Sri Lanka,6,Charith Asalanka,c Allen b Boult,4,8,11,0,0,50.00,T20I # 1850
392,New Zealand VS Sri Lanka,Sri Lanka,8,Bhanuka Rajapaksa,c Williamson b Ferguson,34,22,38,3,2,154.54,T20I # 1850
393,New Zealand VS Sri Lanka,Sri Lanka,10,Chamika Karunaratne,c Boult b Santner,3,8,13,0,0,37.50,T20I # 1850
394,New Zealand VS Sri Lanka,Sri Lanka,12,Dasun Shanaka (c),c Mitchell b Boult,35,32,49,4,1,109.37,T20I # 1850
395,New Zealand VS Sri Lanka,Sri Lanka,14,Wanindu Hasaranga de Silva,c Williamson b Sodhi,4,6,6,1,0,66.66,T20I # 1850
396,New Zealand VS Sri Lanka,Sri Lanka,16,Maheesh Theekshana,c Neesham b Santner,0,3,5,0,0,0.00,T20I # 1850
397,New Zealand VS Sri Lanka,Sri Lanka,18,Kasun Rajitha,not out,8,21,30,0,0,38.09,T20I # 1850
398,New Zealand VS Sri Lanka,Sri Lanka,19,Lahiru Kumara,st †Conway b Sodhi,4,5,10,1,0,80.00,T20I # 1850
399,Bangladesh VS Zimbabwe,Bangladesh,0,Najmul Hossain Shanto,c Ervine b Sikandar Raza,71,55,77,7,1,129.09,T20I # 1851
400,Bangladesh VS Zimbabwe,Bangladesh,2,Soumya Sarkar,c †Chakabva b Muzarabani,0,2,9,0,0,0.00,T20I # 1851
401,Bangladesh VS Zimbabwe,Bangladesh,4,Litton Das,c Chatara b Muzarabani,14,12,22,3,0,116.66,T20I # 1851
402,Bangladesh VS Zimbabwe,Bangladesh,6,Shakib Al Hasan (c),c Muzarabani b Williams,23,20,32,1,0,115.00,T20I # 1851
403,Bangladesh VS Zimbabwe,Bangladesh,8,Afif Hossain,lbw b Ngarava,29,19,40,1,1,152.63,T20I # 1851
404,Bangladesh VS Zimbabwe,Bangladesh,10,Mosaddek Hossain,c Chatara b Ngarava,7,10,18,0,0,70.00,T20I # 1851
405,Bangladesh VS Zimbabwe,Bangladesh,12,Nurul Hasan †,run out (Williams/†Chakabva),1,1,5,0,0,100.00,T20I # 1851
406,Bangladesh VS Zimbabwe,Bangladesh,14,Yasir Ali,not out,1,1,3,0,0,100.00,T20I # 1851
407,Bangladesh VS Zimbabwe,Zimbabwe,0,Wessly Madhevere,c Mustafizur Rahman b Taskin Ahmed,4,3,1,1,0,133.33,T20I # 1851
408,Bangladesh VS Zimbabwe,Zimbabwe,2,Craig Ervine (c),c †Nurul Hasan b Taskin Ahmed,8,7,16,2,0,114.28,T20I # 1851
409,Bangladesh VS Zimbabwe,Zimbabwe,4,Milton Shumba,c Shakib Al Hasan b Mustafizur Rahman,8,15,24,1,0,53.33,T20I # 1851
410,Bangladesh VS Zimbabwe,Zimbabwe,6,Sean Williams,run out (Shakib Al Hasan),64,42,75,8,0,152.38,T20I # 1851
411,Bangladesh VS Zimbabwe,Zimbabwe,8,Sikandar Raza,c Afif Hossain b Mustafizur Rahman,0,3,4,0,0,0.00,T20I # 1851
412,Bangladesh VS Zimbabwe,Zimbabwe,10,Regis Chakabva †,c †Nurul Hasan b Taskin Ahmed,15,19,24,0,0,78.94,T20I # 1851
413,Bangladesh VS Zimbabwe,Zimbabwe,12,Ryan Burl,not out,27,25,50,2,1,108.00,T20I # 1851
414,Bangladesh VS Zimbabwe,Zimbabwe,13,Brad Evans,c Afif Hossain b Mosaddek Hossain,2,2,5,0,0,100.00,T20I # 1851
415,Bangladesh VS Zimbabwe,Zimbabwe,15,Richard Ngarava,st †Nurul Hasan b Mosaddek Hossain,6,3,6,0,1,200.00,T20I # 1851
416,Bangladesh VS Zimbabwe,Zimbabwe,17,Blessing Muzarabani,not out,0,2,6,0,0,0.00,T20I # 1851
417,Netherlands VS Pakistan,Netherlands,0,Stephan Myburgh,c Mohammad Wasim b Shaheen Shah Afridi,6,11,13,1,0,54.54,T20I # 1852
418,Netherlands VS Pakistan,Netherlands,2,Max O'Dowd,lbw b Shadab Khan,8,13,41,0,0,61.53,T20I # 1852
419,Netherlands VS Pakistan,Netherlands,4,Bas de Leede,retired hurt,6,16,15,1,0,37.50,T20I # 1852
420,Netherlands VS Pakistan,Netherlands,5,Tom Cooper,c Mohammad Wasim b Shadab Khan,1,2,4,0,0,50.00,T20I # 1852
421,Netherlands VS Pakistan,Netherlands,7,Colin Ackermann,lbw b Shadab Khan,27,27,40,2,0,100.00,T20I # 1852
422,Netherlands VS Pakistan,Netherlands,9,Scott Edwards (c)†,c Iftikhar Ahmed b Naseem Shah,15,20,38,1,0,75.00,T20I # 1852
423,Netherlands VS Pakistan,Netherlands,11,Roelof van der Merwe,b Haris Rauf,5,6,12,0,0,83.33,T20I # 1852
424,Netherlands VS Pakistan,Netherlands,13,Tim Pringle,b Mohammad Wasim,5,8,15,0,0,62.50,T20I # 1852
425,Netherlands VS Pakistan,Netherlands,15,Logan van Beek,not out,6,9,18,0,0,66.66,T20I # 1852
426,Netherlands VS Pakistan,Netherlands,16,Fred Klaassen,b Mohammad Wasim,0,1,1,0,0,0.00,T20I # 1852
427,Netherlands VS Pakistan,Netherlands,18,Paul van Meekeren,run out (Shadab Khan/†Mohammad Rizwan),7,7,8,0,0,100.00,T20I # 1852
